"";"featurecode";"featurename";"areatypename"
"2752";"S92000003";"Scotland";"Country"
"2753";"S92000003";"Scotland";"Country"
"2754";"S92000003";"Scotland";"Country"
"2755";"S92000003";"Scotland";"Country"
"2756";"S92000003";"Scotland";"Country"
"2757";"S92000003";"Scotland";"Country"
"2758";"S92000003";"Scotland";"Country"
"2759";"S92000003";"Scotland";"Country"
"2760";"S92000003";"Scotland";"Country"
"2761";"S92000003";"Scotland";"Country"
"2762";"S92000003";"Scotland";"Country"
"2763";"S92000003";"Scotland";"Country"
"2764";"S92000003";"Scotland";"Country"
"2765";"S92000003";"Scotland";"Country"
"2766";"S92000003";"Scotland";"Country"
"2767";"S92000003";"Scotland";"Country"
"2768";"S92000003";"Scotland";"Country"
"2769";"S92000003";"Scotland";"Country"
"2770";"S92000003";"Scotland";"Country"
"2771";"S92000003";"Scotland";"Country"
"2772";"S92000003";"Scotland";"Country"
"2773";"S92000003";"Scotland";"Country"
"2774";"S92000003";"Scotland";"Country"
"2775";"S92000003";"Scotland";"Country"
"2776";"S92000003";"Scotland";"Country"
"2777";"S92000003";"Scotland";"Country"
"2778";"S92000003";"Scotland";"Country"
"2779";"S92000003";"Scotland";"Country"
"2780";"S92000003";"Scotland";"Country"
"2781";"S92000003";"Scotland";"Country"
"2782";"S92000003";"Scotland";"Country"
"2783";"S92000003";"Scotland";"Country"
"2784";"S92000003";"Scotland";"Country"
"2785";"S92000003";"Scotland";"Country"
"2786";"S92000003";"Scotland";"Country"
"2787";"S92000003";"Scotland";"Country"
"2788";"S92000003";"Scotland";"Country"
"2789";"S92000003";"Scotland";"Country"
"2790";"S92000003";"Scotland";"Country"
"2791";"S92000003";"Scotland";"Country"
"2792";"S92000003";"Scotland";"Country"
"2793";"S92000003";"Scotland";"Country"
"2794";"S92000003";"Scotland";"Country"
"2795";"S92000003";"Scotland";"Country"
"2796";"S92000003";"Scotland";"Country"
"2797";"S92000003";"Scotland";"Country"
"2798";"S92000003";"Scotland";"Country"
"2799";"S92000003";"Scotland";"Country"
"2800";"S92000003";"Scotland";"Country"
"2801";"S92000003";"Scotland";"Country"
"2802";"S92000003";"Scotland";"Country"
"2803";"S92000003";"Scotland";"Country"
"2804";"S92000003";"Scotland";"Country"
"2805";"S92000003";"Scotland";"Country"
"2806";"S92000003";"Scotland";"Country"
"2807";"S92000003";"Scotland";"Country"
"2808";"S92000003";"Scotland";"Country"
"2809";"S92000003";"Scotland";"Country"
"2810";"S92000003";"Scotland";"Country"
"2811";"S92000003";"Scotland";"Country"
"2812";"S92000003";"Scotland";"Country"
"2813";"S92000003";"Scotland";"Country"
"2814";"S92000003";"Scotland";"Country"
"2815";"S92000003";"Scotland";"Country"
"2816";"S92000003";"Scotland";"Country"
"2817";"S92000003";"Scotland";"Country"
"2818";"S92000003";"Scotland";"Country"
"2819";"S92000003";"Scotland";"Country"
"2820";"S92000003";"Scotland";"Country"
"2821";"S92000003";"Scotland";"Country"
"2822";"S92000003";"Scotland";"Country"
"2823";"S92000003";"Scotland";"Country"
"2824";"S92000003";"Scotland";"Country"
"2825";"S92000003";"Scotland";"Country"
"2826";"S92000003";"Scotland";"Country"
"2827";"S92000003";"Scotland";"Country"
"2828";"S92000003";"Scotland";"Country"
"2829";"S92000003";"Scotland";"Country"
"2830";"S92000003";"Scotland";"Country"
"2831";"S92000003";"Scotland";"Country"
"2832";"S92000003";"Scotland";"Country"
"2833";"S92000003";"Scotland";"Country"
"2834";"S92000003";"Scotland";"Country"
"2835";"S92000003";"Scotland";"Country"
"2836";"S92000003";"Scotland";"Country"
"2837";"S92000003";"Scotland";"Country"
"2838";"S92000003";"Scotland";"Country"
"2839";"S92000003";"Scotland";"Country"
"2840";"S92000003";"Scotland";"Country"
"2841";"S92000003";"Scotland";"Country"
"2842";"S92000003";"Scotland";"Country"
"2843";"S92000003";"Scotland";"Country"
"2844";"S92000003";"Scotland";"Country"
"2845";"S92000003";"Scotland";"Country"
"2846";"S92000003";"Scotland";"Country"
"2847";"S92000003";"Scotland";"Country"
"2848";"S92000003";"Scotland";"Country"
"2849";"S92000003";"Scotland";"Country"
"2850";"S92000003";"Scotland";"Country"
"2851";"S92000003";"Scotland";"Country"
"2852";"S92000003";"Scotland";"Country"
"2853";"S92000003";"Scotland";"Country"
"2854";"S92000003";"Scotland";"Country"
"2855";"S92000003";"Scotland";"Country"
"2856";"S92000003";"Scotland";"Country"
"2857";"S92000003";"Scotland";"Country"
"2858";"S92000003";"Scotland";"Country"
"2859";"S92000003";"Scotland";"Country"
"2860";"S92000003";"Scotland";"Country"
"2861";"S92000003";"Scotland";"Country"
"2862";"S92000003";"Scotland";"Country"
"2863";"S92000003";"Scotland";"Country"
"2864";"S92000003";"Scotland";"Country"
"2865";"S92000003";"Scotland";"Country"
"2866";"S92000003";"Scotland";"Country"
"2867";"S92000003";"Scotland";"Country"
"2868";"S92000003";"Scotland";"Country"
"2869";"S92000003";"Scotland";"Country"
"2870";"S92000003";"Scotland";"Country"
"2871";"S92000003";"Scotland";"Country"
"2872";"S92000003";"Scotland";"Country"
"2873";"S92000003";"Scotland";"Country"
"2874";"S92000003";"Scotland";"Country"
"2875";"S92000003";"Scotland";"Country"
"2876";"S92000003";"Scotland";"Country"
"2877";"S92000003";"Scotland";"Country"
"2878";"S92000003";"Scotland";"Country"
"2879";"S92000003";"Scotland";"Country"
"2880";"S92000003";"Scotland";"Country"
"2881";"S92000003";"Scotland";"Country"
"2882";"S92000003";"Scotland";"Country"
"2883";"S92000003";"Scotland";"Country"
"2884";"S92000003";"Scotland";"Country"
"2885";"S92000003";"Scotland";"Country"
"2886";"S92000003";"Scotland";"Country"
"2887";"S92000003";"Scotland";"Country"
"2888";"S92000003";"Scotland";"Country"
"2889";"S92000003";"Scotland";"Country"
"2890";"S92000003";"Scotland";"Country"
"2891";"S92000003";"Scotland";"Country"
"2892";"S92000003";"Scotland";"Country"
"2893";"S92000003";"Scotland";"Country"
"2894";"S92000003";"Scotland";"Country"
"2895";"S92000003";"Scotland";"Country"
"2896";"S92000003";"Scotland";"Country"
"2897";"S92000003";"Scotland";"Country"
"2898";"S92000003";"Scotland";"Country"
"2899";"S92000003";"Scotland";"Country"
"2900";"S92000003";"Scotland";"Country"
"2901";"S92000003";"Scotland";"Country"
"2902";"S92000003";"Scotland";"Country"
"2903";"S92000003";"Scotland";"Country"
"2904";"S92000003";"Scotland";"Country"
"2905";"S92000003";"Scotland";"Country"
"2906";"S92000003";"Scotland";"Country"
"2907";"S92000003";"Scotland";"Country"
"2908";"S92000003";"Scotland";"Country"
"2909";"S92000003";"Scotland";"Country"
"2910";"S92000003";"Scotland";"Country"
"2911";"S92000003";"Scotland";"Country"
"2912";"S92000003";"Scotland";"Country"
"2913";"S92000003";"Scotland";"Country"
"2914";"S92000003";"Scotland";"Country"
"2915";"S92000003";"Scotland";"Country"
"2916";"S92000003";"Scotland";"Country"
"2917";"S92000003";"Scotland";"Country"
"2918";"S92000003";"Scotland";"Country"
"2919";"S92000003";"Scotland";"Country"
"2920";"S92000003";"Scotland";"Country"
"2921";"S92000003";"Scotland";"Country"
"2922";"S92000003";"Scotland";"Country"
"2923";"S92000003";"Scotland";"Country"
"2924";"S92000003";"Scotland";"Country"
"2925";"S92000003";"Scotland";"Country"
"2926";"S92000003";"Scotland";"Country"
"2927";"S92000003";"Scotland";"Country"
"2928";"S92000003";"Scotland";"Country"
"2929";"S92000003";"Scotland";"Country"
"2930";"S92000003";"Scotland";"Country"
"2931";"S92000003";"Scotland";"Country"
"2932";"S92000003";"Scotland";"Country"
"2933";"S92000003";"Scotland";"Country"
"2934";"S92000003";"Scotland";"Country"
"2935";"S92000003";"Scotland";"Country"
"2936";"S92000003";"Scotland";"Country"
"2937";"S92000003";"Scotland";"Country"
"2938";"S92000003";"Scotland";"Country"
"2939";"S92000003";"Scotland";"Country"
"2940";"S92000003";"Scotland";"Country"
"2941";"S92000003";"Scotland";"Country"
"2942";"S92000003";"Scotland";"Country"
"2943";"S92000003";"Scotland";"Country"
"2944";"S92000003";"Scotland";"Country"
"2945";"S92000003";"Scotland";"Country"
"2946";"S92000003";"Scotland";"Country"
"2947";"S92000003";"Scotland";"Country"
"2948";"S92000003";"Scotland";"Country"
"2949";"S92000003";"Scotland";"Country"
"2950";"S92000003";"Scotland";"Country"
"2951";"S92000003";"Scotland";"Country"
"2952";"S92000003";"Scotland";"Country"
"2953";"S92000003";"Scotland";"Country"
"2954";"S92000003";"Scotland";"Country"
"2955";"S92000003";"Scotland";"Country"
"2956";"S92000003";"Scotland";"Country"
"2957";"S92000003";"Scotland";"Country"
"2958";"S92000003";"Scotland";"Country"
"2959";"S92000003";"Scotland";"Country"
"2960";"S92000003";"Scotland";"Country"
"2961";"S92000003";"Scotland";"Country"
"2962";"S92000003";"Scotland";"Country"
"2963";"S92000003";"Scotland";"Country"
"2964";"S92000003";"Scotland";"Country"
"2965";"S92000003";"Scotland";"Country"
"2966";"S92000003";"Scotland";"Country"
"2967";"S92000003";"Scotland";"Country"
"2968";"S92000003";"Scotland";"Country"
"2969";"S92000003";"Scotland";"Country"
"2970";"S92000003";"Scotland";"Country"
"2971";"S92000003";"Scotland";"Country"
"2972";"S92000003";"Scotland";"Country"
"2973";"S92000003";"Scotland";"Country"
"2974";"S92000003";"Scotland";"Country"
"2975";"S92000003";"Scotland";"Country"
"2976";"S92000003";"Scotland";"Country"
"2977";"S92000003";"Scotland";"Country"
"2978";"S92000003";"Scotland";"Country"
"2979";"S92000003";"Scotland";"Country"
"2980";"S92000003";"Scotland";"Country"
"2981";"S92000003";"Scotland";"Country"
"2982";"S92000003";"Scotland";"Country"
"2983";"S92000003";"Scotland";"Country"
"2984";"S92000003";"Scotland";"Country"
"2985";"S92000003";"Scotland";"Country"
"2986";"S92000003";"Scotland";"Country"
"2987";"S92000003";"Scotland";"Country"
"2988";"S92000003";"Scotland";"Country"
"2989";"S92000003";"Scotland";"Country"
"2990";"S92000003";"Scotland";"Country"
"2991";"S92000003";"Scotland";"Country"
"2992";"S92000003";"Scotland";"Country"
"2993";"S92000003";"Scotland";"Country"
"2994";"S92000003";"Scotland";"Country"
"2995";"S92000003";"Scotland";"Country"
"2996";"S92000003";"Scotland";"Country"
"2997";"S92000003";"Scotland";"Country"
"2998";"S92000003";"Scotland";"Country"
"2999";"S92000003";"Scotland";"Country"
"3000";"S92000003";"Scotland";"Country"
"3001";"S92000003";"Scotland";"Country"
"3002";"S92000003";"Scotland";"Country"
"3003";"S92000003";"Scotland";"Country"
"3004";"S92000003";"Scotland";"Country"
"3005";"S92000003";"Scotland";"Country"
"3006";"S92000003";"Scotland";"Country"
"3007";"S92000003";"Scotland";"Country"
"3008";"S92000003";"Scotland";"Country"
"3009";"S92000003";"Scotland";"Country"
"3010";"S92000003";"Scotland";"Country"
"3011";"S92000003";"Scotland";"Country"
"3012";"S92000003";"Scotland";"Country"
"3013";"S92000003";"Scotland";"Country"
"3014";"S92000003";"Scotland";"Country"
"3015";"S92000003";"Scotland";"Country"
"3016";"S92000003";"Scotland";"Country"
"3017";"S92000003";"Scotland";"Country"
"3018";"S92000003";"Scotland";"Country"
"3019";"S92000003";"Scotland";"Country"
"3020";"S92000003";"Scotland";"Country"
"3021";"S92000003";"Scotland";"Country"
"3022";"S92000003";"Scotland";"Country"
"3023";"S92000003";"Scotland";"Country"
"3024";"S92000003";"Scotland";"Country"
"3025";"S92000003";"Scotland";"Country"
"3026";"S92000003";"Scotland";"Country"
"3027";"S92000003";"Scotland";"Country"
"3028";"S92000003";"Scotland";"Country"
"3029";"S92000003";"Scotland";"Country"
"3030";"S92000003";"Scotland";"Country"
"3031";"S92000003";"Scotland";"Country"
"3032";"S92000003";"Scotland";"Country"
"3033";"S92000003";"Scotland";"Country"
"3034";"S92000003";"Scotland";"Country"
"3035";"S92000003";"Scotland";"Country"
"3036";"S92000003";"Scotland";"Country"
"3037";"S92000003";"Scotland";"Country"
"3038";"S92000003";"Scotland";"Country"
"3039";"S92000003";"Scotland";"Country"
"3040";"S92000003";"Scotland";"Country"
"3041";"S92000003";"Scotland";"Country"
"3042";"S92000003";"Scotland";"Country"
"3043";"S92000003";"Scotland";"Country"
"3044";"S92000003";"Scotland";"Country"
"3045";"S92000003";"Scotland";"Country"
"3046";"S92000003";"Scotland";"Country"
"3047";"S92000003";"Scotland";"Country"
"3048";"S92000003";"Scotland";"Country"
"3049";"S92000003";"Scotland";"Country"
"3050";"S92000003";"Scotland";"Country"
"3051";"S92000003";"Scotland";"Country"
"3052";"S92000003";"Scotland";"Country"
"3053";"S92000003";"Scotland";"Country"
"3054";"S92000003";"Scotland";"Country"
"3055";"S92000003";"Scotland";"Country"
"3056";"S92000003";"Scotland";"Country"
"3057";"S92000003";"Scotland";"Country"
"3058";"S92000003";"Scotland";"Country"
"3059";"S92000003";"Scotland";"Country"
"3060";"S92000003";"Scotland";"Country"
"3061";"S92000003";"Scotland";"Country"
"3062";"S92000003";"Scotland";"Country"
"3063";"S92000003";"Scotland";"Country"
"3064";"S92000003";"Scotland";"Country"
"3065";"S92000003";"Scotland";"Country"
"3066";"S92000003";"Scotland";"Country"
"3067";"S92000003";"Scotland";"Country"
"3068";"S92000003";"Scotland";"Country"
"3069";"S92000003";"Scotland";"Country"
"3070";"S92000003";"Scotland";"Country"
"3071";"S92000003";"Scotland";"Country"
"3072";"S92000003";"Scotland";"Country"
"3073";"S92000003";"Scotland";"Country"
"3074";"S92000003";"Scotland";"Country"
"3075";"S92000003";"Scotland";"Country"
"3076";"S92000003";"Scotland";"Country"
"3077";"S92000003";"Scotland";"Country"
"3078";"S92000003";"Scotland";"Country"
"3079";"S92000003";"Scotland";"Country"
"3080";"S92000003";"Scotland";"Country"
"3081";"S92000003";"Scotland";"Country"
"3082";"S92000003";"Scotland";"Country"
"3083";"S92000003";"Scotland";"Country"
"3084";"S92000003";"Scotland";"Country"
"3085";"S92000003";"Scotland";"Country"
"3086";"S92000003";"Scotland";"Country"
"3087";"S92000003";"Scotland";"Country"
"3088";"S92000003";"Scotland";"Country"
"3089";"S92000003";"Scotland";"Country"
"3090";"S92000003";"Scotland";"Country"
"3091";"S92000003";"Scotland";"Country"
"3092";"S92000003";"Scotland";"Country"
"3093";"S92000003";"Scotland";"Country"
"3094";"S92000003";"Scotland";"Country"
"3095";"S92000003";"Scotland";"Country"
"3096";"S92000003";"Scotland";"Country"
"3097";"S92000003";"Scotland";"Country"
"3098";"S92000003";"Scotland";"Country"
"3099";"S92000003";"Scotland";"Country"
"3100";"S92000003";"Scotland";"Country"
"3101";"S92000003";"Scotland";"Country"
"3102";"S92000003";"Scotland";"Country"
"3103";"S92000003";"Scotland";"Country"
"3104";"S92000003";"Scotland";"Country"
"3105";"S92000003";"Scotland";"Country"
"3106";"S92000003";"Scotland";"Country"
"3107";"S92000003";"Scotland";"Country"
"3108";"S92000003";"Scotland";"Country"
"3109";"S92000003";"Scotland";"Country"
"3110";"S92000003";"Scotland";"Country"
"3111";"S92000003";"Scotland";"Country"
"3112";"S92000003";"Scotland";"Country"
"3113";"S92000003";"Scotland";"Country"
"3114";"S92000003";"Scotland";"Country"
"3115";"S92000003";"Scotland";"Country"
"3116";"S92000003";"Scotland";"Country"
"3117";"S92000003";"Scotland";"Country"
"3118";"S92000003";"Scotland";"Country"
"3119";"S92000003";"Scotland";"Country"
"3120";"S92000003";"Scotland";"Country"
"3121";"S92000003";"Scotland";"Country"
"3122";"S92000003";"Scotland";"Country"
"3123";"S92000003";"Scotland";"Country"
"3124";"S92000003";"Scotland";"Country"
"3125";"S92000003";"Scotland";"Country"
"3126";"S92000003";"Scotland";"Country"
"3127";"S92000003";"Scotland";"Country"
"3128";"S92000003";"Scotland";"Country"
"3129";"S92000003";"Scotland";"Country"
"3130";"S92000003";"Scotland";"Country"
